"k_page_title"	"k_page_name"	"tips"	"statuss"	"lat"	"lon"	"mazais_lv"	"mazais_en"	"garums"	"datums"	"foto"	"apraksts_lv"	"apraksts_en"	"featured_image"	"my_image_thumb"
"Pēteralas Raganu katla taka"	"peteralas-raganu-katla-taka"	"taka"	"parbaudits"	"57.17008"	"24.87426"	"Taka sākumā ved uz Pēteralu, tālāk uz Raganu katlu. Ziemā tā ir apledojusi, tāpēc iesakam apmeklēt tikai sausākā laikā. Ir daudz trepju un stāvu kāpumu."	"The trail leads to several places, stops at Petera cave and leads to the Witches cauldron, a geological formation. The trail has several route options, is well marked and contains lots of stairs. Very icy in the winter, so we suggest to visit in warmer time."	"3"	"2017-01-29"	"<img src=""https://dodies.lv/img/image/takas/peterala-01.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-02.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-03.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-04.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-05.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-06.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-07.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-08.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-09.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-10.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-11.jpg""/>
<img src=""https://dodies.lv/img/image/takas/peterala-12.jpg""/>"			"http://dodies.lv/img/image/takas/peterala-07.jpg"	"http://dodies.lv/img/image/takas/peterala-07-600x400.jpg"
"Pēterezera taka"	"peterezera-taka"	"taka"	"parbaudits"	"57.6543666"	"22.2706833"	"Nesen atjaunota un pagarināta taka. Sākumā grantēts celiņš pa priežu mežu, vēlāk celiņš sašaurinās, vairs ar ratiem nav iespējams braukt. Ik pa brīdim jauni tiltiņi, laipas, taka vijas un met lokus pa visdažādākajiem biotopiem. Beigu posms ved gar nelielu ezeriņu, kopumā patīkams iespaids, laba pastaiga"	"The start of the trail leads through a pine forest, later becomes narrower and can get steep, so stroller is not recoomended for the most part. There are many wooden bridges and wooden plank trails, so the trail shows quite a lot of different biotopes. There is a swamp lake on the way. A nice trail overall."	"3.5"	"2015-08-23"	"<img alt=""Pēterezera taka Slīteres nacionālajā parkā"" src=""/img/large/peterezera-taka-01.jpg"" width=""1012"" height=""1518"" /><br />
<img alt=""Pēterezera taka Slīteres nacionālajā parkā"" src=""/img/large/peterezera-taka-02.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pēterezera taka Slīteres nacionālajā parkā"" src=""/img/large/peterezera-taka-03.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pēterezera taka Slīteres nacionālajā parkā"" src=""/img/large/peterezera-taka-04.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pēterezera taka Slīteres nacionālajā parkā"" src=""/img/large/peterezera-taka-05.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pēterezera taka Slīteres nacionālajā parkā"" src=""/img/large/peterezera-taka-06.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pēterezera taka Slīteres nacionālajā parkā"" src=""/img/large/peterezera-taka-07.jpg"" width=""1012"" height=""675"" /><br />"	"<p>Pēterezera dabas taka atrodas Slīteres nacionālajā parkā un ir 3.5km gara</p>

<p>Takas sākums ir grantēts, taču visai drīz tā sa&scaron;aurinās un sāk vīties pa kangaru un vigu pauguriem. Par to kas īsti ir kangari un vigas, uzzināsiet informācijas stendos. Ik pa gabaliņam uzstādīti tiltiņi, trepītes, laipas. Takas otrajā pusē priežu mežu nomaina niedrājs un laipa ved gar ezeriņu.</p>

<p>Kopumā laba pastaiga, taka mums patika un &scaron;eit ir vērts iegriezties lai kārtīgi izstaigātos, saelpotos svaigu gaisu un saēstos meža ogas</p>

<p>Takas sākumā ir vieta automa&scaron;īnām un tualete</p>"		"http://dodies.lv/img/image/takas/peterezera-taka.jpg"	"http://dodies.lv/img/image/takas/peterezera-taka-600x400.jpg"
"Piedrujas taka"	"piedrujas-taka"	"taka"	"neparbaudits"	"55.7970716"	"27.4439833"	"Taka iepazīstina apmeklētājus ar Piedrujas pilsētu un tās apkārtni. Izvietoti informatīvie stendi. Tā kā taka atrodas pierobežā, lūdzu līdzi ņemiet dokumentus."		"2.5"						
"Piloru ozolu audze"	"piloru-ozolu-audze"	"pikniks"	"neparbaudits"	"56.185161"	"27.604578"	"No stāvlaukuma pa ratiņkrēsliem piemērotu koka laipu var nokļūt Ežezera krastā. Atpūtas vietā ir ierīkota ugunskura vieta, tualete, gar Ežezeru izveidota jauna norobežojoša barjera. Atpūtas vieta Piloru ozolu audze atrodas Dagdas novada Andzeļu pagastā, Rāznas nacionālā parka teritorijā."								
"Pilskalnes Siguldiņa"	"pilskalnes-siguldina"	"taka"	"parbaudits"	"55.97714"	"26.26633"	"Plaša teritorija ar vairākām dabas takām dažādos garumos, info centru un skaistiem ezeriem. Te ir gan dendroloģijas taka, gan pirmā pasaules kara bunkuru taka, gan ainavu taka utt. Ieejas maksa pieaugušajiem 2.5Eur"	"A broad territory of many trails of different lenghts, an information center and beautiful lakes. Each trail has a different theme - the dendrology trail, the war bunker trail, the views trail etc. Entrance is 2.5EUR"		"2014-08-09"	"<img alt=""Pilskalnes Siguldiņas takas"" src=""/img/large/pilskalnes-siguldina-01.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Pilskalnes Siguldiņas takas"" src=""/img/large/pilskalnes-siguldina-02.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Pilskalnes Siguldiņas takas"" src=""/img/large/pilskalnes-siguldina-03.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Pilskalnes Siguldiņas takas"" src=""/img/large/pilskalnes-siguldina-04.jpg"" width=""1012"" height=""670"" /><br />"	"<p>Ļoti jauka vieta, kura tiek uzturēta un kurā var droši braukt pastaigāties kopā ar bērniem</p>
<p>Virzoties no Dvietes tālāk uz Daugavpils pusi nonāksiet Ilūkstē. Turpat netālu ir apmeklēšanas vērtā Pilskalnes Siguldiņa, kas sastāv no vairākām, dažāda garuma dabas takām. Teritorija tiek kopta un tajā ir daudz objektu, tāpēc ieeja ir par maksu. Bez kājāmgājēju takām ir arī neliels velo maršruts, kurš sākas turpat. Ir iespējams braukt arī garu velo maršrutu pa Dvietes palienes apkārtnes ceļiem, kurš gan nekādi nav marķēts, būs jāvadās pēc bukleta, kuru arī var saņemt Pilskalnes Siguldiņas kasē. </p>
<p>Pilskalnes Siguldiņas takas tur eksistē jau ļoti sen, iespējams šī bija mūsu pirmā dabas taka, jo to apmeklējām jau šķiet 2003. gadā. Apkārtne ir ļoti skaista un takas ir apmeklēšanas vērtas. </p>"		"http://dodies.lv/img/image/takas/pilskalnes-siguldina.jpg"	"http://dodies.lv/img/image/takas/pilskalnes-siguldina-600x397.jpg"
"Planču purva taka"	"plancu-taka"	"taka"	"parbaudits"	"57.881084"	"24.753968"	"Planču jeb Janīšu-Dainas purvs ir neskarts augstais purvs ar izteiktu ciņu-lāmu kompleksu. Takas laipas ved uz skatu platformu. Šī taka ir piemērota arī cilvēkiem ar redzes traucējumiem un uzstādītas zīmes Braila rakstā. Taka atjaunota 2015. gada jūlijā, uzlikts neslīdošs metāla siets"	"The Plancu bog trail is a short wooden plank trail with information boards written in Braille, and is also modified with a non-slippery surface to help people with special needs."	"1"	"2015-02-08"	"<img alt="" src=""/img/large/plancu-taka-01.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/plancu-taka-02.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/plancu-taka-03.jpg"" width=""2024"" height=""3036"" /><br />
<img alt="" src=""/img/large/plancu-taka-04.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/plancu-taka-05.jpg"" width=""2024"" height=""1349"" /><br />"			"http://dodies.lv/img/image/takas/plancu-taka.jpg"	"http://dodies.lv/img/image/takas/plancu-taka-600x400.jpg"
"Plieņciema taka"	"plienciema-taka"	"pikniks"	"parbaudits"	"57.087132"	"23.259802"	"Īsa koka laipa līdz pludmalei, kur ierīkoti galdiņi, tualete. Laba vieta, kur piebraukt pie jūras, taču iespējams pārāk tuvu apdzīvotai vietai, jo miskastes parasti pārpildītas, cilvēku daudz."	"A shiors duckboard trail leads to the beach, where you will find a picnic place with tables and a toilet. A nice place to access the beach, but possibly it&#039;s too close to the nearby village, as it&#039;s often quite messy."							
"Plostu sienamā vieta"	"plostu-sienama-vieta"	"pikniks"	"parbaudits"	"57.670888"	"26.009261"	"Atpūtas vieta pie Gaujas - plostu siešanas vieta. Nav galdu, tikai visai tumša un ne īpaši interesanta vieta mežā. Nerekomendējam piknikam vai teltīm."	"A resting place near Gauja, the official name is &quot;Raft lashing place&quot;. There are no tables and the place is quite dark, not very pleasant. We don&#039;t recommend it for picnics or tents."		"2016-03-27"					
"Pokaiņu mežs"	"pokainu-mezs"	"taka"	"parbaudits"	"56.576725"	"23.070652"	"Dažādi akmeņu krāvumi un veidojumi, gar kuriem mežā izveidots pastaigu maršruts. Mežs ir kluss un jauks, pat ignorējot akmeņiem piedēvēto nozīmi, te ir daudz kur pastaigāties un izbaudīt dabas mieru"	"All kinds of rock formations and piles around which there are many walking trails in the woods. The wood is silent and pleasant, even ignoring the supposed history of the rocks."	"5"	"2014-01-24"	"<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-01.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-02.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-03.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-04.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-05.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-06.jpg"" width=""1012"" height=""1518"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-07.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-08.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-09.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-10.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-11.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-12.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-13.jpg"" width=""1012"" height=""1518"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-14.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-15.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-16.jpg"" width=""1012"" height=""675"" /><br />
<img alt=""Pokaiņu meža dabas takas"" src=""/img/large/pokaini-17.jpg"" width=""1012"" height=""675"" /><br />"	"<p>Skaists un kluss mežs, kuru caurvij dažāda izmēra takas, dodot iespēju apskatīt dažādus akmeņu krāvumus.</p>

<p>Pokaiņu meža takas ierīkotas, lai dotu iespēju apskatīt Ivara Vīka atklātos un attīrītos senlaiku akmeņu krāvumus, taču pat ignorējot leģendas (visi akmeņu nosaukumi un to nozīme ir izdomāti mūsdienās), ir vērts izstaigāt daudzās meža takas lai izbaudītu dabu un tās mieru.</p>

<p>Taku reljefs ir diezgan dažāds, lielākajā daļā taku ar bērnu ratiem būtu ļoti grūti, ja vien nepieturas pie perimetra &quot;Loka ceļa&quot;. Vairākās vietās ir liela izmēra piknika laukumi ar tualetēm un ugunskura vietām. Mēs nostaigājām piecus kilometrus, taču bija iespējams doties arī uz citiem objektiem, domājams, ka kopumā visa apskatī&scaron;anai jānostaigā tuvu desmit kilometriem. Mar&scaron;ruts nav konkrēts, staigāt iespējams pēc pa&scaron;a patikas</p>

<p>Teritoriju apsaimnieko &quot;Latvijas Valsts Meži&quot;, ieeja maziem bērniem ir bez maksas, no 7-18 gadiem 1.7EUR, pieaugu&scaron;ajiem 2EUR. Lai arī nekas nebija teikts par ārpus sezonas cenām, mums trim kopā lika samaksāt 3EUR, tāpēc iespējams ziemā ir lētāk.</p>"		"http://dodies.lv/img/image/takas/pokaini-17.jpg"	"http://dodies.lv/img/image/takas/pokaini-17-600x400.jpg"
"Priedaines skatu tornis"	"priedaines-skatu-tornis"	"tornis"	"parbaudits"	"55.892638"	"27.145689"	"Otrais augstākais koka skatu tornis Latvijā (32m). Torņa pakājē ir ierīkota atpūtas vieta. Garām ved velomaršruts &#039;Saulkrastu taka&#039;(8 km). Atpūties labiekārtotā piknika vietā ar iespēju iekurt ugunskuru."	"The second highest wooden viewing tower in Latvia is 32 meters tall. There is a nice picnic place available, and a bicycle route goes past it (&quot;Saulkrastu trail&quot;, 8km long). A fire pit is also available."							
"Pūrciema baltās kāpas taka"	"purciema-baltas-kapas-taka"	"taka"	"parbaudits"	"57.576864"	"22.62787"	"Pūrciema Baltā kāpa ir apmēram 20 metrus augsta. Izstaigājot taku, iespējams iepazīties ar to, kā veidojusies smilšu strēle un kā mainījusies daba laika un cilvēku ietekmē. Takas garums ir 900 metru, taču tā ir gana interesanta, lai būtu vērts piestāt. Bezmaksas auto stāvvieta tepat pie šosejas."	"The Purciema Dune is 20 meters high. This wooden plank trail will bring you around the biggest of the dunes. The trail is 900 meters long, but is a pleasant walk and is recommended to stop here, if you do pass by. Free parking."	"0.9"	"2016-07-09"	"<img alt="" src=""/img/large/purciema-01.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/purciema-02.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/purciema-03.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/purciema-04.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/purciema-05.jpg"" width=""2024"" height=""1349"" /><br />
<img alt="" src=""/img/large/purciema-06.jpg"" width=""2024"" height=""1349"" /><br />"			"http://dodies.lv/img/image/takas/purciema-01.jpg"	"http://dodies.lv/img/image/takas/purciema-01-600x400.jpg"
"Purezera taka"	"purezera-taka"	"taka"	"parbaudits"	"57.67974"	"24.927314"	"Šī ir fantastiska taka, kuras kopējais garums ir ap 4km, taka ir apļveida, un tā sākumā iet pa skaistu vecu mežu, pēc tam aplī ap purva ezeru. Pa ceļam vairākas atpūtas vietas, ar ugunskura vietām ūdenī"	"A wonderful wooden path, in the beginning you go through a nice old forest and then make a circle around a small lake. There are nice picnic spots on the lake, with fire pits right on top of the water."	"4"	"2015-04-26"	"<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-01.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-02.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-03.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-04.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-05.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-06.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-07.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-08.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-09.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-10.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-11.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-12.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-13.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-14.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-15.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-16.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-17.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Purezera dabas taka""  src=""/img/large/purezera-taka-18.jpg"" width=""1012"" height=""1528"" /><br />"	"<p>&Scaron;ī taka atrodas uz Limbažu-Alojas ceļa, tuvāk Alojai.</p>

<p>Kādu gabalu pabraucot pa LVM uzbūvēto meža ceļu, kur&scaron; taisns kā līnija, nonāksi līdz nelielam stāvlaukumam, piknika un ugunskura vietai. &Scaron;eit var izlocīt kājas, un tad doties uz meža pusi, sekojot norādei &quot;Purezera taka&quot;. Ja līdzi ir kāds ēdamais, iesaku to pataupīt piknika vietai pie ezera, jo tās ir daudz skaistākas nekā pie auto stāvvietas.</p>

<p>Pirms pati taka sākas, kādi 600m jānoiet pa skaistu mežu, pa &scaron;auru taciņu starp eglītēm, papardēm, pāri kritu&scaron;iem kokiem. Un tad pēk&scaron;ņi skats izmainās, un priek&scaron;ā paveras skaists ezers. Cie&scaron;i tam apkārt vijas Purezera taka, galvenokārt pa dēlī&scaron;u laipu.</p>

<p>Kopējais takas garums ap 4km. Dīvaini, taču netālu eso&scaron;ajās Puikules centrā redzējām norādi uz &scaron;o taku pilnīgi neloģiskā virzienā, kurā nebija iespējams braukt ar auto, vēlāk izlasījām, ka esot alternatīvs piekļuves veids, kur&scaron; ir garāks. Iesaku sekot mūsu kartei un piebraukt no Puikule-Braslava ceļa (V123).</p>

<p>Purezera taka ir ļoti jaukā vietā un tajā eso&scaron;ās atpūtas vietas ir pasakaini skaistas &mdash; platformas izbūvētas virs ūdens satur ugunskura vietas, tāpēc burtiski iespējams kurināt ugunskuru virs ūdens un sagaidīt saulrietu (vai lēktu!). Viena no skaistākajām purva takām Latvijā, mūsu rekomendācija.</p>"		"http://dodies.lv/img/image/takas/purezera-taka.jpg"	"http://dodies.lv/img/image/takas/purezera-taka-600x397.jpg"
"Ragakāpas dabas taka"	"ragakapas-dabas-taka"	"taka"	"parbaudits"	"56.995699"	"23.919282"	"Tepat pie pilsētas izveidota taka pa kāpām pie jūras, ir iespējas bez maksas nolikt auto, ir dažādi stendi, piekļuve pie jūras netipiskā vietā. Garums ap 850m"	"A wooden walking path near the sea, leads among the pine forested dunes. Possibility to park for free and in general an interesting place to visit the sea in a less crowded place."	"0.85"						
"Raipala ezera taka"	"raipala-ezera-taka"	"taka"	"parbaudits"	"57.58991"	"26.9501168"	"Līkumo gar Ievas un Trumulīša ezeru krastiem, apliec loku ap Raipalu – vienu no Latvijas dziļākajiem ezeriem (36 m). 20. gs. sākumā Raipalu uzskatīja par visdziļāko Latvijas ezeru. Pa ceļam vērotā dabas krāšņuma iespaidus lieliski papildina Mišu medus muzejs. Pa meža ceļiem, kas sakrīt ar marķētu velomaršrutu, taka atgriežas Kornetos. Var iziet īsāku – 2,5 km garu takas posmu, šķērsojot Raipala–Trumulīša satekupīti pie Raudiņu mājām, un pa ciema ceļu atgriezties sākumpunktā. Taka marķēta ar zaļas krāsas riņķīšiem uz baltām plāksnītēm."	"The trail goes past the Trumulisa and Ieva lakes, and then circles the Raipala lake, one of Latvias deepest lakes (36 meters). It is possible to make the walk shorter, by cutting back after the first lake and returning to Korneti. The trail is marked."	"7.5"	"2014-07-11"	"<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-01.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-02.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-03.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-04.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-05.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-06.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-07.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-08.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-09.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-10.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-11.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-12.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-13.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-14.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-15.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-16.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Raipala ezera takas foto"" src=""/img/large/raipala-ezera-taka-17.jpg"" width=""1012"" height=""670"" /><br />"	"<p>Raipala ezera dabas taka tāpat kā Drusku pilskalns atrodas Kornetos. Lai nokļūtu Kornetos, pa Pleskavas šoseju jābrauc gandrīz līdz Latvijas robežai un 5km pirms Igaunijas robežas jānogriežas pa kreisi. Korneti ir jauka un sakopta vieta, te bija patīkami pastaigāties.</p>
<p>Centrā pie ezera ir arī atpūtas vieta, šūpoles un dažādas vingrošanas ierīces. </p>
<p>Taka sākas Kornetu centrā iepretim pagasta pārvaldes ēkai, kurā izvietota bijušās Veclaicenes pamatskolas vēstures istaba. Nepilnus 8 km garā taka līkumo gar Ievas un Trumulīša ezeru krastiem, ved caur Raipala birzi un apliec loku ap Raipalu - vienu no Latvijas dziļākajiem ezeriem. Var iziet arī īsāku, 2,4 km garu takas posmu.</p>"		"http://dodies.lv/img/image/takas/raipala-ezera-taka.jpg"	"http://dodies.lv/img/image/takas/raipala-ezera-taka-600x397.jpg"
"Randatu taka"	"randatu-taka"	"taka"	"parbaudits"	"57.44544"	"26.34558"	"Taka sākas pie Luiku mājām, un izmet nelielu loku gar Gauju. Ir dolomītu atsegumi, lieli akmeņi un skaisti skati uz Gauju. Sākumā pieejama stāvvieta, bet pie upes ir atpūtas vieta"	"A short trail that starts near the Luiku home and continues along the Gauja river. There are dolomite outcrops and plenty of nice views. There is a small resting place near the river and a car parking spot at the trailhead."	"1"	"2014-07-27"	"<img alt=""Randatu dabas taka"" src=""/img/large/randatu-taka-01.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Randatu dabas taka"" src=""/img/large/randatu-taka-02.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Randatu dabas taka"" src=""/img/large/randatu-taka-03.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Randatu dabas taka"" src=""/img/large/randatu-taka-04.jpg"" width=""1012"" height=""670"" /><br />
<img alt=""Randatu dabas taka"" src=""/img/large/randatu-taka-05.jpg"" width=""1012"" height=""670"" /><br />"	"<p>&Scaron;ī taka atrodas pie Pleskavas &scaron;osejas, netālu no Vire&scaron;iem.</p>

<p>Taka sākas pie Luiku mājām, un izmet nelielu loku gar Gauju. Ir dolomītu atsegumi, lieli akmeņi un skaisti skati uz Gauju. Sākumā pieejama stāvvieta, bet pie upes ir atpūtas vieta. Laipu nav, tāpēc ar ratiem nevarēs iet.</p>

<p>Ja braucat apmeklēt &scaron;o jauko taku, iesaku iegriezties arī turpat blakus eso&scaron;ajā, bet garākajā Vizlas dabas takā.</p>"		"http://dodies.lv/img/image/takas/randatu-taka.jpg"	"http://dodies.lv/img/image/takas/randatu-taka-600x397.jpg"
"Randu pļavu taka"	"randu-pavu-taka"	"taka"	"neparbaudits"	"57.8335461333"	"24.3445014954"	"Taka ved uz putnu vērošanas torni caur pļavām un tām pieguļošo kāpu, ko sedz priežu mētrājs un lāns. Koka laipas vietām mijas ar vienkārši iemītu taku.  Randu pļavas ir vienīgās piejūras pļavas Latvijā, kas arī uzskatāmas par dzīvo herbāriju, kur 200 ha platībā sastopama trešdaļa Latvijas ziedaugu. Šeit sastopami gandrīz visi Latvijas piekrastes biotopi, tai skaitā lielākais piekrastes pļavu un lagūnu komplekss. Taka ir nesen atjaunota, ir gan piknika galds, gan namiņš kur patverties no lietus"		"1.4"						
"Remtes parks"	"remtes-parks"	"parks"	"parbaudits"	"56.736846"	"22.698352"	"Pastaigām sevišķi piemērota vieta, jo to veido bijušais muižas centrs ar iršu dārzu, alejām, ainaviskiem koku stādījumiem un savu Mīlestības saliņu. ievērības cienīgi ir ne vien dažādo un dendroloģiski vērtīgo koku stādījumi, bet arī 1890. gadā celtais Medību tornis, no kura paveras brīnišķīgs skats uz Remtes ezera ūdeņiem"	"A nice park for walks, near the Remte manor."							
"Riežupes dabas parks"	"riezupes-dabas-parks"	"pikniks"	"neparbaudits"	"56.995067"	"22.008163"	"Atpūtas vieta Riežupes dabas parkā upes ielokā"	"A picnic area in the Riezupa nature park, near the river"					"<p><span style=""color: rgb(0, 0, 0); font-family: Verdana, Arial, Helvetica, sans-serif;"">From the Natura2000 database: Riezupe River is surrounded by dry coniferous and mixed forests. Small area is covered with wet alluvial forests. In the river valley ravine forests and springs are found. Occasionally dry calcareous grasslands occur. Spectacular sandstone outcrops characterize the area.</span></p>"		
"Romeškalna taka"	"romeskalna-taka"	"taka"	"neparbaudits"	"57.5631"	"26.9109"	"Savieno bijušo pamatskolu Romeškalnā un pagasta centru Kornetos. Šajā takā pārsteidz skaisti dabas skati no Liepiņu mājām uz Koruļu ezeru un no Leģenu kalna uz Kornetu ieleju. Pie Vosvu mājām atrodas sena kulta vieta – Dieva kalns ar Māras pēdas akmeni. Asāku izjūtu cienītāji tur var nokļūt, pārsimt metru novirzoties no takas un ejot pa bebru dambjiem, šķērsojot no Koruļu ezera iztekošo upīti. Pa ceļam apskatāms viens no Veclaicenes lielākajiem akmeņiem – Sipiņu akmens. Taka marķēta ar dzeltenas krāsas trijstūriem uz baltām plāksnītēm."	"This trail connects the Romeslalns school and the Korneti town. This trail will show you views from the Liepinu house to the Korulu lake, and from the Legeni hill to the Korneti valley. Near the Vosvu farm you will find an ancient site - the Gods hill and the Mara stone. Along the way you will also see one of the biggest stones in the area - the Sipinu stone. The trail is marked with yellow triangles and white signs."	"4.5"						
